Index       FREQ            VM(FIRST)         VM(GATE)           VM(FBK)          VM(DRAIN)          VM(F2)         VM(OUT2_HI_N)  
2182     2.31206479e+07    1.84764085e-01    3.00943843e-01    1.85654315e-01    2.67341150e-02    1.84766935e-01    2.06623699e-01
2183     2.32273680e+07    1.83672281e-01    3.00934415e-01    1.84557120e-01    2.67003715e-02    1.83675113e-01    2.05379580e-01
2184     2.33345806e+07    1.82585266e-01    3.00924742e-01    1.83464737e-01    2.66664268e-02    1.82588080e-01    2.04140864e-01
2185     2.34422882e+07    1.81503028e-01    3.00914825e-01    1.82377155e-01    2.66322812e-02    1.81505824e-01    2.02907537e-01
2186     2.35504928e+07    1.80425553e-01    3.00904665e-01    1.81294359e-01    2.65979347e-02    1.80428331e-01    2.01679585e-01
2187     2.36591970e+07    1.79352830e-01    3.00894266e-01    1.80216339e-01    2.65633875e-02    1.79355590e-01    2.00456993e-01
2188     2.37684029e+07    1.78284846e-01    3.00883630e-01    1.79143080e-01    2.65286398e-02    1.78287588e-01    1.99239748e-01
2189     2.38781128e+07    1.77221588e-01    3.00872758e-01    1.78074572e-01    2.64936917e-02    1.77224313e-01    1.98027835e-01
2190     2.39883292e+07    1.76163045e-01    3.00861652e-01    1.77010800e-01    2.64585434e-02    1.76165752e-01    1.96821242e-01
2191     2.40990543e+07    1.75109204e-01    3.00850315e-01    1.75951754e-01    2.64231951e-02    1.75111893e-01    1.95619954e-01
2192     2.42102905e+07    1.74060053e-01    3.00838749e-01    1.74897421e-01    2.63876470e-02    1.74062724e-01    1.94423958e-01
2193     2.43220401e+07    1.73015580e-01    3.00826956e-01    1.73847789e-01    2.63518993e-02    1.73018234e-01    1.93233239e-01
2194     2.44343055e+07    1.71975772e-01    3.00814938e-01    1.72802846e-01    2.63159523e-02    1.71978409e-01    1.92047785e-01
2195     2.45470892e+07    1.70940619e-01    3.00802698e-01    1.71762578e-01    2.62798062e-02    1.70943238e-01    1.90867581e-01
2196     2.46603934e+07    1.69910107e-01    3.00790236e-01    1.70726976e-01    2.62434612e-02    1.69912708e-01    1.89692615e-01
2197     2.47742206e+07    1.68884224e-01    3.00777557e-01    1.69696026e-01    2.62069177e-02    1.68886809e-01    1.88522872e-01
2198     2.48885732e+07    1.67862960e-01    3.00764661e-01    1.68669716e-01    2.61701759e-02    1.67865527e-01    1.87358340e-01
2199     2.50034536e+07    1.66846302e-01    3.00751550e-01    1.67648036e-01    2.61332361e-02    1.66848852e-01    1.86199005e-01
2200     2.51188643e+07    1.65834238e-01    3.00738228e-01    1.66630972e-01    2.60960985e-02    1.65836771e-01    1.85044854e-01
2201     2.52348077e+07    1.64826756e-01    3.00724696e-01    1.65618513e-01    2.60587637e-02    1.64829273e-01    1.83895873e-01
2202     2.53512863e+07    1.63823846e-01    3.00710956e-01    1.64610647e-01    2.60212318e-02    1.63826345e-01    1.82752050e-01
2203     2.54683025e+07    1.62825494e-01    3.00697010e-01    1.63607363e-01    2.59835032e-02    1.62827977e-01    1.81613371e-01
2204     2.55858589e+07    1.61831691e-01    3.00682861e-01    1.62608649e-01    2.59455783e-02    1.61834157e-01    1.80479823e-01
2205     2.57039578e+07    1.60842423e-01    3.00668510e-01    1.61614494e-01    2.59074574e-02    1.60844872e-01    1.79351394e-01
2206     2.58226019e+07    1.59857680e-01    3.00653960e-01    1.60624885e-01    2.58691410e-02    1.59860112e-01    1.78228070e-01
2207     2.59417936e+07    1.58877449e-01    3.00639213e-01    1.59639811e-01    2.58306295e-02    1.58879866e-01    1.77109838e-01
2208     2.60615355e+07    1.57901721e-01    3.00624271e-01    1.58659261e-01    2.57919232e-02    1.57904120e-01    1.75996686e-01
2209     2.61818301e+07    1.56930482e-01    3.00609136e-01    1.57683223e-01    2.57530226e-02    1.56932866e-01    1.74888600e-01
2210     2.63026799e+07    1.55963722e-01    3.00593811e-01    1.56711685e-01    2.57139282e-02    1.55966089e-01    1.73785568e-01
2211     2.64240876e+07    1.55001430e-01    3.00578297e-01    1.55744638e-01    2.56746404e-02    1.55003781e-01    1.72687577e-01
2212     2.65460556e+07    1.54043594e-01    3.00562597e-01    1.54782068e-01    2.56351596e-02    1.54045929e-01    1.71594614e-01
2213     2.66685866e+07    1.53090202e-01    3.00546712e-01    1.53823965e-01    2.55954864e-02    1.53092521e-01    1.70506667e-01
2214     2.67916832e+07    1.52141245e-01    3.00530646e-01    1.52870317e-01    2.55556213e-02    1.52143548e-01    1.69423723e-01
2215     2.69153480e+07    1.51196710e-01    3.00514399e-01    1.51921114e-01    2.55155647e-02    1.51198997e-01    1.68345769e-01
2216     2.70395836e+07    1.50256586e-01    3.00497975e-01    1.50976344e-01    2.54753173e-02    1.50258857e-01    1.67272793e-01
2217     2.71643927e+07    1.49320862e-01    3.00481375e-01    1.50035996e-01    2.54348795e-02    1.49323118e-01    1.66204782e-01
2218     2.72897778e+07    1.48389528e-01    3.00464602e-01    1.49100058e-01    2.53942519e-02    1.48391768e-01    1.65141724e-01
2219     2.74157417e+07    1.47462571e-01    3.00447657e-01    1.48168520e-01    2.53534351e-02    1.47464796e-01    1.64083607e-01
2220     2.75422870e+07    1.46539982e-01    3.00430543e-01    1.47241370e-01    2.53124296e-02    1.46542191e-01    1.63030417e-01
2221     2.76694165e+07    1.45621748e-01    3.00413262e-01    1.46318598e-01    2.52712362e-02    1.45623942e-01    1.61982143e-01
2222     2.77971327e+07    1.44707860e-01    3.00395816e-01    1.45400192e-01    2.52298553e-02    1.44710038e-01    1.60938772e-01
2223     2.79254384e+07    1.43798306e-01    3.00378208e-01    1.44486142e-01    2.51882876e-02    1.43800468e-01    1.59900292e-01
2224     2.80543364e+07    1.42893075e-01    3.00360439e-01    1.43576436e-01    2.51465338e-02    1.42895222e-01    1.58866690e-01
2225     2.81838293e+07    1.41992156e-01    3.00342511e-01    1.42671064e-01    2.51045945e-02    1.41994288e-01    1.57837955e-01
2226     2.83139200e+07    1.41095539e-01    3.00324427e-01    1.41770014e-01    2.50624704e-02    1.41097656e-01    1.56814074e-01
2227     2.84446111e+07    1.40203212e-01    3.00306189e-01    1.40873276e-01    2.50201622e-02    1.40205314e-01    1.55795034e-01
2228     2.85759054e+07    1.39315165e-01    3.00287799e-01    1.39980839e-01    2.49776705e-02    1.39317252e-01    1.54780824e-01
2229     2.87078058e+07    1.38431386e-01    3.00269259e-01    1.39092691e-01    2.49349962e-02    1.38433459e-01    1.53771431e-01
2230     2.88403150e+07    1.37551866e-01    3.00250572e-01    1.38208823e-01    2.48921398e-02    1.37553924e-01    1.52766844e-01
2231     2.89734359e+07    1.36676594e-01    3.00231739e-01    1.37329223e-01    2.48491023e-02    1.36678636e-01    1.51767049e-01
2232     2.91071712e+07    1.35805558e-01    3.00212762e-01    1.36453880e-01    2.48058843e-02    1.35807585e-01    1.50772036e-01
2233     2.92415238e+07    1.34938747e-01    3.00193644e-01    1.35582785e-01    2.47624866e-02    1.34940761e-01    1.49781791e-01
2234     2.93764965e+07    1.34076152e-01    3.00174387e-01    1.34715925e-01    2.47189100e-02    1.34078151e-01    1.48796304e-01
2235     2.95120923e+07    1.33217762e-01    3.00154993e-01    1.33853290e-01    2.46751553e-02    1.33219746e-01    1.47815561e-01
2236     2.96483139e+07    1.32363565e-01    3.00135464e-01    1.32994870e-01    2.46312233e-02    1.32365535e-01    1.46839550e-01
2237     2.97851643e+07    1.31513552e-01    3.00115803e-01    1.32140654e-01    2.45871148e-02    1.31515507e-01    1.45868261e-01
2238     2.99226464e+07    1.30667711e-01    3.00096011e-01    1.31290631e-01    2.45428308e-02    1.30669652e-01    1.44901680e-01
2239     3.00607630e+07    1.29826031e-01    3.00076090e-01    1.30444790e-01    2.44983720e-02    1.29827958e-01    1.43939795e-01
2240     3.01995172e+07    1.28988503e-01    3.00056043e-01    1.29603121e-01    2.44537394e-02    1.28990416e-01    1.42982596e-01
2241     3.03389118e+07    1.28155116e-01    3.00035872e-01    1.28765613e-01    2.44089338e-02    1.28157015e-01    1.42030069e-01
2242     3.04789499e+07    1.27325859e-01    3.00015579e-01    1.27932255e-01    2.43639561e-02    1.27327743e-01    1.41082202e-01
2243     3.06196343e+07    1.26500721e-01    2.99995166e-01    1.27103037e-01    2.43188073e-02    1.26502592e-01    1.40138985e-01
2244     3.07609681e+07    1.25679692e-01    2.99974635e-01    1.26277948e-01    2.42734883e-02    1.25681549e-01    1.39200404e-01
2245     3.09029543e+07    1.24862761e-01    2.99953988e-01    1.25456977e-01    2.42280000e-02    1.24864604e-01    1.38266449e-01
2246     3.10455959e+07    1.24049917e-01    2.99933228e-01    1.24640115e-01    2.41823434e-02    1.24051747e-01    1.37337106e-01
2247     3.11888958e+07    1.23241151e-01    2.99912356e-01    1.23827349e-01    2.41365194e-02    1.23242967e-01    1.36412364e-01
2248     3.13328572e+07    1.22436452e-01    2.99891375e-01    1.23018670e-01    2.40905291e-02    1.22438254e-01    1.35492211e-01
2249     3.14774831e+07    1.21635808e-01    2.99870286e-01    1.22214067e-01    2.40443735e-02    1.21637597e-01    1.34576636e-01
2250     3.16227766e+07    1.20839210e-01    2.99849092e-01    1.21413530e-01    2.39980535e-02    1.20840985e-01    1.33665625e-01
2251     3.17687407e+07    1.20046646e-01    2.99827796e-01    1.20617047e-01    2.39515703e-02    1.20048408e-01    1.32759168e-01
2252     3.19153786e+07    1.19258107e-01    2.99806398e-01    1.19824609e-01    2.39049248e-02    1.19259855e-01    1.31857253e-01
2253     3.20626932e+07    1.18473582e-01    2.99784901e-01    1.19036204e-01    2.38581181e-02    1.18475317e-01    1.30959866e-01
2254     3.22106879e+07    1.17693059e-01    2.99763308e-01    1.18251822e-01    2.38111512e-02    1.17694781e-01    1.30066998e-01
2255     3.23593657e+07    1.16916530e-01    2.99741620e-01    1.17471452e-01    2.37640254e-02    1.16918239e-01    1.29178635e-01
2256     3.25087297e+07    1.16143982e-01    2.99719839e-01    1.16695084e-01    2.37167416e-02    1.16145678e-01    1.28294765e-01
2257     3.26587832e+07    1.15375406e-01    2.99697967e-01    1.15922707e-01    2.36693010e-02    1.15377089e-01    1.27415378e-01
2258     3.28095293e+07    1.14610791e-01    2.99676007e-01    1.15154311e-01    2.36217046e-02    1.14612461e-01    1.26540460e-01
2259     3.29609712e+07    1.13850126e-01    2.99653960e-01    1.14389885e-01    2.35739537e-02    1.13851783e-01    1.25670000e-01
2260     3.31131121e+07    1.13093401e-01    2.99631830e-01    1.13629418e-01    2.35260494e-02    1.13095046e-01    1.24803986e-01
2261     3.32659553e+07    1.12340606e-01    2.99609616e-01    1.12872900e-01    2.34779929e-02    1.12342237e-01    1.23942406e-01
2262     3.34195040e+07    1.11591729e-01    2.99587322e-01    1.12120319e-01    2.34297852e-02    1.11593347e-01    1.23085248e-01
2263     3.35737614e+07    1.10846760e-01    2.99564950e-01    1.11371666e-01    2.33814277e-02    1.10848366e-01    1.22232501e-01
2264     3.37287309e+07    1.10105688e-01    2.99542502e-01    1.10626930e-01    2.33329215e-02    1.10107282e-01    1.21384151e-01
2265     3.38844156e+07    1.09368503e-01    2.99519980e-01    1.09886100e-01    2.32842679e-02    1.09370084e-01    1.20540187e-01
2266     3.40408190e+07    1.08635195e-01    2.99497385e-01    1.09149165e-01    2.32354680e-02    1.08636764e-01    1.19700597e-01
2267     3.41979443e+07    1.07905752e-01    2.99474720e-01    1.08416115e-01    2.31865231e-02    1.07907308e-01    1.18865369e-01
2268     3.43557948e+07    1.07180164e-01    2.99451987e-01    1.07686940e-01    2.31374344e-02    1.07181708e-01    1.18034492e-01
2269     3.45143739e+07    1.06458421e-01    2.99429187e-01    1.06961627e-01    2.30882033e-02    1.06459952e-01    1.17207952e-01
2270     3.46736850e+07    1.05740511e-01    2.99406324e-01    1.06240167e-01    2.30388309e-02    1.05742030e-01    1.16385738e-01
2271     3.48337315e+07    1.05026424e-01    2.99383398e-01    1.05522549e-01    2.29893186e-02    1.05027931e-01    1.15567838e-01
2272     3.49945167e+07    1.04316149e-01    2.99360412e-01    1.04808763e-01    2.29396677e-02    1.04317645e-01    1.14754240e-01
2273     3.51560441e+07    1.03609676e-01    2.99337367e-01    1.04098796e-01    2.28898795e-02    1.03611160e-01    1.13944931e-01
2274     3.53183170e+07    1.02906994e-01    2.99314267e-01    1.03392640e-01    2.28399552e-02    1.02908466e-01    1.13139900e-01
2275     3.54813389e+07    1.02208092e-01    2.99291111e-01    1.02690282e-01    2.27898963e-02    1.02209552e-01    1.12339134e-01
2276     3.56451133e+07    1.01512959e-01    2.99267904e-01    1.01991713e-01    2.27397041e-02    1.01514407e-01    1.11542621e-01
2277     3.58096437e+07    1.00821586e-01    2.99244646e-01    1.01296920e-01    2.26893799e-02    1.00823022e-01    1.10750349e-01
2278     3.59749335e+07    1.00133960e-01    2.99221339e-01    1.00605895e-01    2.26389251e-02    1.00135384e-01    1.09962307e-01
2279     3.61409863e+07    9.94500707e-02    2.99197986e-01    9.99186246e-02    2.25883411e-02    9.94514838e-02    1.09178480e-01
2280     3.63078055e+07    9.87699082e-02    2.99174587e-01    9.92350993e-02    2.25376292e-02    9.87713097e-02    1.08398858e-01
2281     3.64753947e+07    9.80934611e-02    2.99151146e-01    9.85553079e-02    2.24867909e-02    9.80948511e-02    1.07623428e-01
2282     3.66437575e+07    9.74207186e-02    2.99127664e-01    9.78792396e-02    2.24358276e-02    9.74220972e-02    1.06852178e-01
2283     3.68128974e+07    9.67516699e-02    2.99104143e-01    9.72068834e-02    2.23847406e-02    9.67530371e-02    1.06085096e-01
2284     3.69828180e+07    9.60863040e-02    2.99080585e-01    9.65382283e-02    2.23335314e-02    9.60876600e-02    1.05322168e-01
2285     3.71535229e+07    9.54246102e-02    2.99056991e-01    9.58732635e-02    2.22822015e-02    9.54259549e-02    1.04563384e-01
2286     3.73250158e+07    9.47665773e-02    2.99033364e-01    9.52119779e-02    2.22307523e-02    9.47679109e-02    1.03808729e-01
2287     3.74973002e+07    9.41121946e-02    2.99009705e-01    9.45543606e-02    2.21791851e-02    9.41135171e-02    1.03058193e-01
2288     3.76703799e+07    9.34614511e-02    2.98986016e-01    9.39004005e-02    2.21275016e-02    9.34627625e-02    1.02311763e-01
2289     3.78442585e+07    9.28143357e-02    2.98962299e-01    9.32500865e-02    2.20757032e-02    9.28156361e-02    1.01569425e-01
2290     3.80189396e+07    9.21708374e-02    2.98938556e-01    9.26034078e-02    2.20237913e-02    9.21721269e-02    1.00831168e-01
2291     3.81944271e+07    9.15309453e-02    2.98914789e-01    9.19603531e-02    2.19717675e-02    9.15322239e-02    1.00096980e-01
2292     3.83707245e+07    9.08946482e-02    2.98890999e-01    9.13209114e-02    2.19196332e-02    9.08959161e-02    9.93668469e-02
2293     3.85478358e+07    9.02619351e-02    2.98867188e-01    9.06850715e-02    2.18673899e-02    9.02631923e-02    9.86407571e-02
2294     3.87257645e+07    8.96327950e-02    2.98843358e-01    9.00528223e-02    2.18150392e-02    8.96340414e-02    9.79186978e-02
2295     3.89045145e+07    8.90072166e-02    2.98819511e-01    8.94241526e-02    2.17625826e-02    8.90084524e-02    9.72006565e-02
2296     3.90840896e+07    8.83851888e-02    2.98795648e-01    8.87990512e-02    2.17100216e-02    8.83864141e-02    9.64866204e-02
2297     3.92644935e+07    8.77667005e-02    2.98771771e-01    8.81775069e-02    2.16573578e-02    8.77679153e-02    9.57765770e-02
2298     3.94457302e+07    8.71517405e-02    2.98747882e-01    8.75595085e-02    2.16045927e-02    8.71529448e-02    9.50705134e-02
2299     3.96278034e+07    8.65402976e-02    2.98723982e-01    8.69450446e-02    2.15517278e-02    8.65414915e-02    9.43684171e-02
2300     3.98107171e+07    8.59323604e-02    2.98700074e-01    8.63341041e-02    2.14987647e-02    8.59335440e-02    9.36702753e-02
2301     3.99944750e+07    8.53279179e-02    2.98676159e-01    8.57266756e-02    2.14457050e-02    8.53290912e-02    9.29760752e-02
2302     4.01790811e+07    8.47269585e-02    2.98652238e-01    8.51227476e-02    2.13925502e-02    8.47281216e-02    9.22858040e-02
2303     4.03645393e+07    8.41294711e-02    2.98628313e-01    8.45223090e-02    2.13393020e-02    8.41306241e-02    9.15994488e-02
2304     4.05508535e+07    8.35354444e-02    2.98604387e-01    8.39253482e-02    2.12859618e-02    8.35365872e-02    9.09169969e-02
2305     4.07380278e+07    8.29448669e-02    2.98580460e-01    8.33318539e-02    2.12325314e-02    8.29459997e-02    9.02384353e-02
2306     4.09260660e+07    8.23577272e-02    2.98556534e-01    8.27418146e-02    2.11790122e-02    8.23588501e-02    8.95637512e-02
2307     4.11149721e+07    8.17740140e-02    2.98532611e-01    8.21552189e-02    2.11254059e-02    8.17751269e-02    8.88929315e-02
2308     4.13047502e+07    8.11937158e-02    2.98508692e-01    8.15720552e-02    2.10717142e-02    8.11948188e-02    8.82259633e-02
2309     4.14954043e+07    8.06168211e-02    2.98484779e-01    8.09923121e-02    2.10179385e-02    8.06179143e-02    8.75628336e-02
2310     4.16869383e+07    8.00433185e-02    2.98460873e-01    8.04159779e-02    2.09640806e-02    8.00444019e-02    8.69035294e-02
2311     4.18793565e+07    7.94731963e-02    2.98436977e-01    7.98430412e-02    2.09101420e-02    7.94742701e-02    8.62480376e-02
2312     4.20726628e+07    7.89064432e-02    2.98413091e-01    7.92734903e-02    2.08561244e-02    7.89075074e-02    8.55963452e-02
2313     4.22668614e+07    7.83430475e-02    2.98389217e-01    7.87073137e-02    2.08020293e-02    7.83441020e-02    8.49484390e-02
2314     4.24619564e+07    7.77829975e-02    2.98365356e-01    7.81444995e-02    2.07478586e-02    7.77840426e-02    8.43043058e-02
2315     4.26579519e+07    7.72262818e-02    2.98341511e-01    7.75850363e-02    2.06936136e-02    7.72273174e-02    8.36639326e-02
2316     4.28548520e+07    7.66728887e-02    2.98317682e-01    7.70289122e-02    2.06392962e-02    7.66739148e-02    8.30273060e-02
2317     4.30526610e+07    7.61228064e-02    2.98293872e-01    7.64761156e-02    2.05849080e-02    7.61238232e-02    8.23944130e-02
2318     4.32513831e+07    7.55760233e-02    2.98270080e-01    7.59266348e-02    2.05304506e-02    7.55770308e-02    8.17652401e-02
2319     4.34510224e+07    7.50325276e-02    2.98246310e-01    7.53804578e-02    2.04759256e-02    7.50335259e-02    8.11397742e-02
2320     4.36515832e+07    7.44923077e-02    2.98222562e-01    7.48375730e-02    2.04213347e-02    7.44932968e-02    8.05180020e-02
2321     4.38530698e+07    7.39553517e-02    2.98198838e-01    7.42979685e-02    2.03666796e-02    7.39563317e-02    7.98999100e-02
2322     4.40554864e+07    7.34216479e-02    2.98175139e-01    7.37616324e-02    2.03119619e-02    7.34226188e-02    7.92854850e-02
2323     4.42588372e+07    7.28911844e-02    2.98151466e-01    7.32285529e-02    2.02571833e-02    7.28921462e-02    7.86747135e-02
2324     4.44631267e+07    7.23639493e-02    2.98127821e-01    7.26987181e-02    2.02023455e-02    7.23649022e-02    7.80675821e-02
2325     4.46683592e+07    7.18399309e-02    2.98104205e-01    7.21721161e-02    2.01474500e-02    7.18408749e-02    7.74640774e-02
2326     4.48745390e+07    7.13191171e-02    2.98080620e-01    7.16487348e-02    2.00924987e-02    7.13200523e-02    7.68641859e-02
2327     4.50816705e+07    7.08014962e-02    2.98057067e-01    7.11285624e-02    2.00374930e-02    7.08024225e-02    7.62678941e-02
2328     4.52897580e+07    7.02870561e-02    2.98033547e-01    7.06115868e-02    1.99824348e-02    7.02879737e-02    7.56751885e-02
2329     4.54988060e+07    6.97757849e-02    2.98010061e-01    7.00977960e-02    1.99273257e-02    6.97766938e-02    7.50860556e-02
2330     4.57088190e+07    6.92676705e-02    2.97986611e-01    6.95871780e-02    1.98721673e-02    6.92685708e-02    7.45004818e-02
2331     4.59198013e+07    6.87627011e-02    2.97963198e-01    6.90797206e-02    1.98169613e-02    6.87635927e-02    7.39184534e-02
2332     4.61317575e+07    6.82608645e-02    2.97939824e-01    6.85754119e-02    1.97617094e-02    6.82617476e-02    7.33399569e-02
2333     4.63446920e+07    6.77621486e-02    2.97916488e-01    6.80742397e-02    1.97064133e-02    6.77630232e-02    7.27649787e-02
2334     4.65586094e+07    6.72665415e-02    2.97893194e-01    6.75761918e-02    1.96510746e-02    6.72674077e-02    7.21935050e-02
2335     4.67735141e+07    6.67740309e-02    2.97869941e-01    6.70812561e-02    1.95956950e-02    6.67748887e-02    7.16255222e-02
2336     4.69894109e+07    6.62846048e-02    2.97846731e-01    6.65894204e-02    1.95402762e-02    6.62854543e-02    7.10610166e-02
2337     4.72063041e+07    6.57982510e-02    2.97823565e-01    6.61006725e-02    1.94848198e-02    6.57990923e-02    7.04999744e-02
2338     4.74241985e+07    6.53149574e-02    2.97800445e-01    6.56150002e-02    1.94293275e-02    6.53157904e-02    6.99423819e-02
2339     4.76430987e+07    6.48347118e-02    2.97777371e-01    6.51323912e-02    1.93738010e-02    6.48355366e-02    6.93882254e-02
2340     4.78630092e+07    6.43575019e-02    2.97754345e-01    6.46528333e-02    1.93182419e-02    6.43583186e-02    6.88374910e-02
2341     4.80839348e+07    6.38833155e-02    2.97731367e-01    6.41763142e-02    1.92626519e-02    6.38841242e-02    6.82901649e-02
2342     4.83058802e+07    6.34121404e-02    2.97708440e-01    6.37028216e-02    1.92070327e-02    6.34129411e-02    6.77462334e-02
2343     4.85288500e+07    6.29439643e-02    2.97685563e-01    6.32323431e-02    1.91513859e-02    6.29447570e-02    6.72056825e-02
2344     4.87528490e+07    6.24787749e-02    2.97662737e-01    6.27648665e-02    1.90957132e-02    6.24795597e-02    6.66684984e-02
2345     4.89778819e+07    6.20165600e-02    2.97639965e-01    6.23003793e-02    1.90400162e-02    6.20173369e-02    6.61346673e-02
2346     4.92039536e+07    6.15573071e-02    2.97617247e-01    6.18388692e-02    1.89842966e-02    6.15580763e-02    6.56041752e-02
2347     4.94310687e+07    6.11010040e-02    2.97594584e-01    6.13803238e-02    1.89285560e-02    6.11017654e-02    6.50770082e-02
2348     4.96592321e+07    6.06476383e-02    2.97571976e-01    6.09247306e-02    1.88727961e-02    6.06483920e-02    6.45531525e-02
2349     4.98884487e+07    6.01971976e-02    2.97549426e-01    6.04720773e-02    1.88170185e-02    6.01979437e-02    6.40325940e-02
2350     5.01187234e+07    5.97496696e-02    2.97526933e-01    6.00223514e-02    1.87612249e-02    5.97504080e-02    6.35153188e-02
2351     5.03500609e+07    5.93050418e-02    2.97504499e-01    5.95755404e-02    1.87054168e-02    5.93057726e-02    6.30013129e-02
2352     5.05824662e+07    5.88633018e-02    2.97482125e-01    5.91316319e-02    1.86495961e-02    5.88640251e-02    6.24905624e-02
2353     5.08159443e+07    5.84244371e-02    2.97459812e-01    5.86906133e-02    1.85937641e-02    5.84251530e-02    6.19830533e-02
2354     5.10505000e+07    5.79884354e-02    2.97437560e-01    5.82524722e-02    1.85379227e-02    5.79891439e-02    6.14787716e-02
2355     5.12861384e+07    5.75552841e-02    2.97415371e-01    5.78171961e-02    1.84820734e-02    5.75559853e-02    6.09777033e-02
2356     5.15228645e+07    5.71249708e-02    2.97393245e-01    5.73847723e-02    1.84262177e-02    5.71256647e-02    6.04798344e-02
2357     5.17606832e+07    5.66974831e-02    2.97371183e-01    5.69551884e-02    1.83703575e-02    5.66981697e-02    5.99851507e-02
2358     5.19995997e+07    5.62728083e-02    2.97349186e-01    5.65284317e-02    1.83144941e-02    5.62734876e-02    5.94936384e-02
2359     5.22396189e+07    5.58509339e-02    2.97327254e-01    5.61044899e-02    1.82586293e-02    5.58516062e-02    5.90052833e-02
2360     5.24807460e+07    5.54318476e-02    2.97305390e-01    5.56833501e-02    1.82027647e-02    5.54325127e-02    5.85200715e-02
2361     5.27229861e+07    5.50155366e-02    2.97283593e-01    5.52649999e-02    1.81469018e-02    5.50161947e-02    5.80379888e-02
2362     5.29663444e+07    5.46019886e-02    2.97261863e-01    5.48494267e-02    1.80910422e-02    5.46026396e-02    5.75590212e-02
2363     5.32108259e+07    5.41911908e-02    2.97240203e-01    5.44366178e-02    1.80351875e-02    5.41918349e-02    5.70831547e-02
2364     5.34564359e+07    5.37831308e-02    2.97218613e-01    5.40265607e-02    1.79793393e-02    5.37837680e-02    5.66103752e-02
2365     5.37031796e+07    5.33777960e-02    2.97197093e-01    5.36192426e-02    1.79234991e-02    5.33784263e-02    5.61406686e-02
2366     5.39510623e+07    5.29751738e-02    2.97175644e-01    5.32146511e-02    1.78676685e-02    5.29757973e-02    5.56740208e-02
2367     5.42000890e+07    5.25752517e-02    2.97154266e-01    5.28127733e-02    1.78118491e-02    5.25758684e-02    5.52104179e-02
2368     5.44502653e+07    5.21780169e-02    2.97132961e-01    5.24135967e-02    1.77560423e-02    5.21786269e-02    5.47498457e-02
2369     5.47015963e+07    5.17834570e-02    2.97111730e-01    5.20171086e-02    1.77002499e-02    5.17840603e-02    5.42922901e-02
2370     5.49540874e+07    5.13915594e-02    2.97090572e-01    5.16232964e-02    1.76444732e-02    5.13921560e-02    5.38377372e-02
2371     5.52077439e+07    5.10023113e-02    2.97069488e-01    5.12321474e-02    1.75887139e-02    5.10029014e-02    5.33861728e-02
2372     5.54625713e+07    5.06157003e-02    2.97048480e-01    5.08436489e-02    1.75329734e-02    5.06162838e-02    5.29375829e-02
2373     5.57185749e+07    5.02317137e-02    2.97027547e-01    5.04577882e-02    1.74772532e-02    5.02322907e-02    5.24919535e-02
2374     5.59757601e+07    4.98503388e-02    2.97006691e-01    5.00745528e-02    1.74215549e-02    4.98509094e-02    5.20492705e-02
2375     5.62341325e+07    4.94715631e-02    2.96985911e-01    4.96939298e-02    1.73658800e-02    4.94721272e-02    5.16095198e-02
2376     5.64936975e+07    4.90953739e-02    2.96965209e-01    4.93159067e-02    1.73102300e-02    4.90959317e-02    5.11726876e-02
2377     5.67544605e+07    4.87217587e-02    2.96944584e-01    4.89404707e-02    1.72546063e-02    4.87223102e-02    5.07387596e-02
2378     5.70164272e+07    4.83507047e-02    2.96924038e-01    4.85676091e-02    1.71990104e-02    4.83512499e-02    5.03077220e-02
2379     5.72796031e+07    4.79821994e-02    2.96903571e-01    4.81973094e-02    1.71434438e-02    4.79827384e-02    4.98795606e-02
2380     5.75439937e+07    4.76162301e-02    2.96883184e-01    4.78295587e-02    1.70879079e-02    4.76167630e-02    4.94542617e-02
2381     5.78096047e+07    4.72527843e-02    2.96862876e-01    4.74643445e-02    1.70324043e-02    4.72533110e-02    4.90318110e-02
2382     5.80764418e+07    4.68918493e-02    2.96842649e-01    4.71016540e-02    1.69769343e-02    4.68923699e-02    4.86121948e-02
2383     5.83445104e+07    4.65334124e-02    2.96822503e-01    4.67414746e-02    1.69214994e-02    4.65339270e-02    4.81953991e-02
2384     5.86138165e+07    4.61774611e-02    2.96802438e-01    4.63837937e-02    1.68661011e-02    4.61779697e-02    4.77814098e-02
2385     5.88843655e+07    4.58239828e-02    2.96782455e-01    4.60285984e-02    1.68107406e-02    4.58244855e-02    4.73702132e-02
2386     5.91561634e+07    4.54729649e-02    2.96762554e-01    4.56758763e-02    1.67554195e-02    4.54734616e-02    4.69617953e-02
2387     5.94292159e+07    4.51243947e-02    2.96742736e-01    4.53256145e-02    1.67001392e-02    4.51248856e-02    4.65561422e-02
2388     5.97035287e+07    4.47782597e-02    2.96723001e-01    4.49778006e-02    1.66449010e-02    4.47787447e-02    4.61532400e-02
2389     5.99791076e+07    4.44345473e-02    2.96703350e-01    4.46324218e-02    1.65897063e-02    4.44350265e-02    4.57530750e-02
2390     6.02559586e+07    4.40932449e-02    2.96683782e-01    4.42894655e-02    1.65345565e-02    4.40937184e-02    4.53556333e-02
2391     6.05340875e+07    4.37543399e-02    2.96664298e-01    4.39489191e-02    1.64794530e-02    4.37548077e-02    4.49609011e-02
2392     6.08135001e+07    4.34178198e-02    2.96644899e-01    4.36107699e-02    1.64243971e-02    4.34182820e-02    4.45688646e-02
